name,sourceType,address,area,sourceUrl,verification
Super Indo Gresik Kota Baru,swalayan,"Jl. Kalimantan No. 193, Kel. Yosowilangun, Kec. Manyar, Kab. Gresik",gresik,https://www.superindo.co.id/hubungi-kami/lokasi-superindo,official-locator
