date,area,marketId,location,sourceType,commodityKey,commodity,brand,productName,size,unit,price,priceType,stockStatus,confidence,observedAt,address,sourceUrl
2026-09-26,lamongan,55,Pasar Blimbing,pasar rakyat,lpg,LPG 3 kg,Komoditas pasar,LPG 3 kg,1 tabung,tabung,20000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Blimbing, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=55
2026-09-26,lamongan,121,Pasar Mantup,pasar rakyat,lpg,LPG 3 kg,Komoditas pasar,LPG 3 kg,1 tabung,tabung,19000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Mantup, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=121
2026-09-26,lamongan,53,Pasar Sidoharjo,pasar rakyat,lpg,LPG 3 kg,Komoditas pasar,LPG 3 kg,1 tabung,tabung,20000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Sidoharjo, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=53
2026-09-26,lamongan,54,Pasar Babat,pasar rakyat,minyak-curah,Minyak goreng curah,Komoditas pasar,Minyak goreng curah,1 kg,kg,22000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Babat, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=54
2026-09-26,lamongan,55,Pasar Blimbing,pasar rakyat,minyak-curah,Minyak goreng curah,Komoditas pasar,Minyak goreng curah,1 kg,kg,22000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Blimbing, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=55
2026-09-26,lamongan,121,Pasar Mantup,pasar rakyat,minyak-curah,Minyak goreng curah,Komoditas pasar,Minyak goreng curah,1 kg,kg,22000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Mantup, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=121
2026-09-26,lamongan,53,Pasar Sidoharjo,pasar rakyat,minyak-curah,Minyak goreng curah,Komoditas pasar,Minyak goreng curah,1 kg,kg,18000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Sidoharjo, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=53
2026-09-26,lamongan,54,Pasar Babat,pasar rakyat,minyakita,Minyakita,Komoditas pasar,Minyakita,1 liter,liter,17000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Babat, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=54
2026-09-26,lamongan,55,Pasar Blimbing,pasar rakyat,minyakita,Minyakita,Komoditas pasar,Minyakita,1 liter,liter,15700,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Blimbing, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=55
2026-09-26,lamongan,121,Pasar Mantup,pasar rakyat,minyakita,Minyakita,Komoditas pasar,Minyakita,1 liter,liter,18000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Mantup, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=121
2026-09-26,lamongan,53,Pasar Sidoharjo,pasar rakyat,minyakita,Minyakita,Komoditas pasar,Minyakita,1 liter,liter,15700,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Sidoharjo, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=53
2026-09-26,lamongan,54,Pasar Babat,pasar rakyat,sapi,Daging sapi paha belakang,Komoditas pasar,Daging sapi paha belakang,1 kg,kg,130000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Babat, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=54
2026-09-26,lamongan,55,Pasar Blimbing,pasar rakyat,sapi,Daging sapi paha belakang,Komoditas pasar,Daging sapi paha belakang,1 kg,kg,130000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Blimbing, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=55
2026-09-26,lamongan,121,Pasar Mantup,pasar rakyat,sapi,Daging sapi paha belakang,Komoditas pasar,Daging sapi paha belakang,1 kg,kg,120000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Mantup, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=121
2026-09-26,lamongan,53,Pasar Sidoharjo,pasar rakyat,sapi,Daging sapi paha belakang,Komoditas pasar,Daging sapi paha belakang,1 kg,kg,125000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Sidoharjo, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=53
2026-09-26,lamongan,54,Pasar Babat,pasar rakyat,telur,Telur ayam ras,Komoditas pasar,Telur ayam ras,1 kg,kg,25000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Babat, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=54
2026-09-26,lamongan,55,Pasar Blimbing,pasar rakyat,telur,Telur ayam ras,Komoditas pasar,Telur ayam ras,1 kg,kg,25000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Blimbing, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=55
2026-09-26,lamongan,121,Pasar Mantup,pasar rakyat,telur,Telur ayam ras,Komoditas pasar,Telur ayam ras,1 kg,kg,24000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Mantup, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=121
2026-09-26,lamongan,53,Pasar Sidoharjo,pasar rakyat,telur,Telur ayam ras,Komoditas pasar,Telur ayam ras,1 kg,kg,26000,survei,terpantau,resmi-pasar,2026-09-26,"Pasar Sidoharjo, Kabupaten Lamongan",https://siskaperbapo.indagjatim.com/display/show/?tanggal=2026-09-26&kabkota=lamongankab&pasar=53
